44.565667;6.502333;19

44.565667;6.502333;21

43.437667;5.216;25

43.648833;7.209;25

45.7265;5.077833;28

-66.663167;140.001;29

43.577;3.963167;30

-66.663167;140.001;30

43.909833;-0.500167;31

44.830667;-0.691333;32

44.830667;-0.691333;32

-66.663167;140.001;33

43.577;3.963167;33

44.565667;6.502333;33

-66.663167;140.001;34

43.648833;7.209;34

44.565667;6.502333;35

-66.663167;140.001;37

-66.663167;140.001;37

42.540667;9.485167;37

-66.663167;140.001;38

43.188;0.0;38

43.079333;5.940833;40

43.005333;1.106833;40

44.565667;6.502333;41

42.540667;9.485167;42

44.1185;3.0195;42

45.786833;3.149333;42

-66.663167;140.001;42

42.737167;2.872833;42

44.745;1.396667;43

44.565667;6.502333;44

44.830667;-0.691333;44

50.57;3.0975;44

48.324667;4.02;45

42.737167;2.872833;45

44.565667;6.502333;45

-66.663167;140.001;46

42.737167;2.872833;47

44.581167;4.733;48

45.786833;3.149333;48

44.830667;-0.691333;48

45.7265;5.077833;48

43.577;3.963167;48

49.18;-0.456167;48

47.059167;2.359833;48

-37.795167;77.569167;49

45.861167;1.175;49

44.745;1.396667;49

44.745;1.396667;49

47.15;-1.608833;49

42.540667;9.485167;49

48.068833;-1.734;50

48.716833;2.384333;50

43.079333;5.940833;50

-49.352333;70.243333;50

43.437667;5.216;50

48.5495;7.640333;51

47.059167;2.359833;51

-66.663167;140.001;51

44.565667;6.502333;51

47.059167;2.359833;51

47.267833;5.088333;52

43.909833;-0.500167;52

44.565667;6.502333;52

44.581167;4.733;52

16.264;-61.516333;53

43.909833;-0.500167;53

44.745;1.396667;53

45.0745;3.764;53

43.621;1.378833;53

44.581167;4.733;53

49.383;1.181667;53

48.716833;2.384333;53

47.15;-1.608833;53

43.005333;1.106833;54

44.581167;4.733;54

43.437667;5.216;54

43.909833;-0.500167;54

43.909833;-0.500167;54

43.079333;5.940833;54

42.540667;9.485167;54

43.079333;5.940833;54

43.648833;7.209;54

-15.887667;54.520667;55

43.577;3.963167;55

43.437667;5.216;55

43.909833;-0.500167;55

44.830667;-0.691333;55

-66.663167;140.001;56

4.822333;-52.365333;56

48.444167;-4.412;56

47.267833;5.088333;56

48.5495;7.640333;56

47.614333;7.51;56

45.7265;5.077833;56

41.918;8.792667;56

-15.887667;54.520667;56

43.648833;7.209;56

44.581167;4.733;57

43.437667;5.216;57

47.267833;5.088333;57

44.581167;4.733;57

48.324667;4.02;57

44.830667;-0.691333;57

14.595333;-60.995667;57

44.830667;-0.691333;57

43.648833;7.209;57

-22.344167;40.340667;57

-11.582667;47.289667;57

43.079333;5.940833;57

44.581167;4.733;58

41.918;8.792667;58

48.581;5.959833;58

-15.887667;54.520667;58

14.7745;-60.875333;58

-15.887667;54.520667;58

-49.352333;70.243333;58

50.57;3.0975;58

-66.663167;140.001;59

16.264;-61.516333;59

43.621;1.378833;59

48.825833;-3.473167;59

44.1185;3.0195;60

48.581;5.959833;60

46.593833;0.314333;60

41.918;8.792667;60

42.737167;2.872833;60

50.57;3.0975;60

45.0745;3.764;60

43.079333;5.940833;61

43.079333;5.940833;61

43.437667;5.216;61

-66.663167;140.001;61

48.4455;0.110167;61

-15.887667;54.520667;61

14.595333;-60.995667;61

43.005333;1.106833;61

48.324667;4.02;62

49.725167;-1.939833;62

-49.352333;70.243333;62

45.861167;1.175;62

48.716833;2.384333;62

44.565667;6.502333;63

44.581167;4.733;63

44.1185;3.0195;63

-17.054667;42.712;63

14.7745;-60.875333;63

-49.352333;70.243333;63

-11.582667;47.289667;63

41.918;8.792667;63

43.188;0.0;63

43.437667;5.216;63

48.716833;2.384333;63

-66.663167;140.001;63

14.595333;-60.995667;63

3.640167;-54.028333;64

14.7745;-60.875333;64

43.648833;7.209;64

-49.352333;70.243333;64

46.766333;-56.179167;64

43.437667;5.216;64

-49.352333;70.243333;64

-15.887667;54.520667;64

-15.887667;54.520667;64

47.614333;7.51;64

43.005333;1.106833;64

49.725167;-1.939833;64

47.294333;-3.218333;64

-37.795167;77.569167;64

48.716833;2.384333;64

41.918;8.792667;64

-37.795167;77.569167;64

-22.344167;40.340667;64

50.57;3.0975;65

4.822333;-52.365333;65

46.766333;-56.179167;65

-17.054667;42.712;65

50.57;3.0975;65

-17.054667;42.712;65

46.593833;0.314333;65

43.621;1.378833;65

45.0745;3.764;65

16.264;-61.516333;65

-49.352333;70.243333;65

-37.795167;77.569167;66

47.294333;-3.218333;66

4.822333;-52.365333;66

-66.663167;140.001;66

50.57;3.0975;66

