78925;2011-11-24T07:00:00+01:00;24.700000000000045;24.5;30.0;14.595333;-60.995667
78925;2012-02-11T07:00:00+01:00;24.30000000000001;22.5;28.900000000000034;14.595333;-60.995667
71805;2012-03-06T07:00:00+01:00;-0.5;-2.8999999999999773;-0.5;46.766333;-56.179167
71805;2012-03-02T07:00:00+01:00;-9.399999999999977;-10.699999999999989;-8.699999999999989;46.766333;-56.179167
71805;2013-11-03T07:00:00+01:00;9.200000000000045;8.600000000000023;10.300000000000011;46.766333;-56.179167
78925;2013-11-03T07:00:00+01:00;24.900000000000034;24.30000000000001;31.700000000000045;14.595333;-60.995667
78897;2013-10-26T08:00:00+02:00;25.700000000000045;23.100000000000023;31.200000000000045;16.264;-61.516333
78897;2013-11-01T07:00:00+01:00;24.400000000000034;24.400000000000034;29.100000000000023;16.264;-61.516333
78925;2013-10-29T07:00:00+01:00;27.600000000000023;24.80000000000001;30.200000000000045;14.595333;-60.995667
78897;2013-11-13T07:00:00+01:00;26.0;25.600000000000023;31.30000000000001;16.264;-61.516333
